Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,embryo_type,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,strain,embryo_type_in_silico,methods,antibody,Developmental_Stage,tissue,need
SRR24442139,RNA-Seq,302,2417111662,PRJNA967384,SAMN34590246,1026829644,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Parthenote,SRX20229406,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299803,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:21:00Z,1,GSM7299803,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442140,RNA-Seq,302,2145533330,PRJNA967384,SAMN34590247,907627498,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Parthenote,SRX20229405,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299802,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299802,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442141,RNA-Seq,302,1945031000,PRJNA967384,SAMN34590248,829699873,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Parthenote,SRX20229404,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299801,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299801,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442142,RNA-Seq,302,2048430364,PRJNA967384,SAMN34590249,865282046,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Parthenote,SRX20229403,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299800,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299800,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442143,RNA-Seq,151,2686071050,PRJNA967384,SAMN34590250,1154649718,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2PN,SRX20229402,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299799,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:25:00Z,1,GSM7299799,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442144,RNA-Seq,151,2603112103,PRJNA967384,SAMN34590251,1106231789,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229401,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299798,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:31:00Z,1,GSM7299798,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442145,RNA-Seq,151,2319681781,PRJNA967384,SAMN34590252,983049253,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2PN,SRX20229400,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299797,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299797,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442146,RNA-Seq,151,2182030634,PRJNA967384,SAMN34590253,936651717,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229399,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299796,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299796,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442147,RNA-Seq,151,2282503316,PRJNA967384,SAMN34590254,982644255,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2PN,SRX20229398,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299795,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:27:00Z,1,GSM7299795,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442148,RNA-Seq,151,2175244543,PRJNA967384,SAMN34590255,928798945,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229397,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299794,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:24:00Z,1,GSM7299794,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442149,RNA-Seq,151,1978843222,PRJNA967384,SAMN34590256,855416524,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229396,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299793,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:24:00Z,1,GSM7299793,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442150,RNA-Seq,151,2151738977,PRJNA967384,SAMN34590257,925332419,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2PN,SRX20229455,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299792,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:24:00Z,1,GSM7299792,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442151,RNA-Seq,302,2308774900,PRJNA967384,SAMN34590278,970577585,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2PN,SRX20229394,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299771,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299771,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442152,RNA-Seq,302,2567914456,PRJNA967384,SAMN34590279,1092406201,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2PN,SRX20229393,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299770,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:21:00Z,1,GSM7299770,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442153,RNA-Seq,302,2208913466,PRJNA967384,SAMN34590280,938620673,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229392,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299769,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299769,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442154,RNA-Seq,302,2814481450,PRJNA967384,SAMN34590281,1168137315,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2PN,SRX20229391,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299768,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:25:00Z,1,GSM7299768,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442155,RNA-Seq,302,2219422462,PRJNA967384,SAMN34590282,935695735,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229390,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299767,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299767,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442156,RNA-Seq,302,2389616072,PRJNA967384,SAMN34590283,1007393148,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2PN,SRX20229389,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299766,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:24:00Z,1,GSM7299766,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442157,RNA-Seq,302,2575448450,PRJNA967384,SAMN34590284,1073178819,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2PN,SRX20229388,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299765,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299765,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442158,RNA-Seq,302,2284629698,PRJNA967384,SAMN34590285,961396349,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2PN,SRX20229387,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299764,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299764,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442159,RNA-Seq,302,2456729532,PRJNA967384,SAMN34590286,1046533914,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2PN,SRX20229386,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299763,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299763,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442160,RNA-Seq,302,2179158010,PRJNA967384,SAMN34590287,920810901,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2PN,SRX20229385,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299762,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299762,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442161,RNA-Seq,302,2202903968,PRJNA967384,SAMN34590288,940680080,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2PN,SRX20229384,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299761,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299761,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442162,RNA-Seq,302,2423924480,PRJNA967384,SAMN34590289,1020756320,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2PN,SRX20229383,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299760,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299760,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442163,RNA-Seq,302,2094814544,PRJNA967384,SAMN34590290,887729216,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229382,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299759,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:20:00Z,1,GSM7299759,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442164,RNA-Seq,302,2649888430,PRJNA967384,SAMN34590291,1114355598,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2PN,SRX20229381,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299758,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299758,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442165,RNA-Seq,302,2382346026,PRJNA967384,SAMN34590292,1010912837,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2PN,SRX20229380,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299757,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:26:00Z,1,GSM7299757,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442166,RNA-Seq,302,2258264192,PRJNA967384,SAMN34590293,940751946,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2PN,SRX20229379,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299756,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299756,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442167,RNA-Seq,302,2390289532,PRJNA967384,SAMN34590294,1006717921,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2PN,SRX20229378,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299755,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:21:00Z,1,GSM7299755,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442168,RNA-Seq,302,2278682714,PRJNA967384,SAMN34590295,969301869,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2PN,SRX20229377,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299754,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299754,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442169,RNA-Seq,302,2292079434,PRJNA967384,SAMN34590296,976973255,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229376,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299753,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299753,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442170,RNA-Seq,302,2397102048,PRJNA967384,SAMN34590297,1012604905,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2PN,SRX20229375,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299752,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299752,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442171,RNA-Seq,302,2479335138,PRJNA967384,SAMN34590298,1035981171,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2PN,SRX20229374,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299751,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299751,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442172,RNA-Seq,302,2531063812,PRJNA967384,SAMN34590299,1057681530,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229373,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299750,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299750,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442173,RNA-Seq,302,2317981068,PRJNA967384,SAMN34590300,977280482,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229372,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299749,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299749,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442174,RNA-Seq,302,1949827968,PRJNA967384,SAMN34590301,832628026,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",1PN,SRX20229371,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299748,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299748,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,1PN,RNA-seq,,,,0
SRR24442175,RNA-Seq,302,2265149792,PRJNA967384,SAMN34590302,968805265,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",1PN,SRX20229370,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299747,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299747,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,Low quality,RNA-seq,,,,0
SRR24442176,RNA-Seq,302,2665502434,PRJNA967384,SAMN34590303,1136046923,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",1PN,SRX20229369,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299746,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299746,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,Parthenote,RNA-seq,,,,0
SRR24442177,RNA-Seq,302,2287842374,PRJNA967384,SAMN34590304,971814172,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",1PN,SRX20229368,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299745,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299745,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,Low quality,RNA-seq,,,,0
SRR24442178,RNA-Seq,302,2164044420,PRJNA967384,SAMN34590305,925216424,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",1PN,SRX20229367,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299744,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299744,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,1PN,RNA-seq,,,,0
SRR24442179,RNA-Seq,302,2589039658,PRJNA967384,SAMN34590306,1091962104,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",1PN,SRX20229366,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299743,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299743,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,Parthenote,RNA-seq,,,,0
SRR24442180,RNA-Seq,302,2253498632,PRJNA967384,SAMN34590307,957398254,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",1PN,SRX20229365,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299742,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:21:00Z,1,GSM7299742,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,1PN,RNA-seq,,,,0
SRR24442181,RNA-Seq,302,2183450336,PRJNA967384,SAMN34590308,922024375,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",1PN,SRX20229364,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299741,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299741,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,1PN,RNA-seq,,,,0
SRR24442182,RNA-Seq,302,1830229626,PRJNA967384,SAMN34590309,773397845,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",1PN,SRX20229363,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299740,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299740,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,1PN,RNA-seq,,,,0
SRR24442183,RNA-Seq,302,2289501864,PRJNA967384,SAMN34590310,951615110,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1PN,SRX20229362,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299739,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299739,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,Parthenote,RNA-seq,,,,0
SRR24442184,RNA-Seq,302,2151335656,PRJNA967384,SAMN34590311,909195903,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",1PN,SRX20229361,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299738,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:20:00Z,1,GSM7299738,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,Parthenote,RNA-seq,,,,0
