Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,embryo_type,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,strain,embryo_type_in_silico,methods,antibody,Developmental_Stage,tissue,need
SRR24442092,RNA-Seq,151,2335237197,PRJNA967384,SAMN34590259,1047135703,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2PN,SRX20229453,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299790,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:21:00Z,1,GSM7299790,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442093,RNA-Seq,151,2453568649,PRJNA967384,SAMN34590260,1048747702,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2PN,SRX20229452,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299789,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:21:00Z,1,GSM7299789,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442094,RNA-Seq,151,2354775842,PRJNA967384,SAMN34590261,996615097,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2PN,SRX20229451,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299788,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299788,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442095,RNA-Seq,151,2244964263,PRJNA967384,SAMN34590262,969327510,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2PN,SRX20229450,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299787,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299787,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442096,RNA-Seq,151,2144584446,PRJNA967384,SAMN34590263,918545603,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2PN,SRX20229449,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299786,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299786,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442097,RNA-Seq,151,2229674305,PRJNA967384,SAMN34590264,954797519,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229448,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299785,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:24:00Z,1,GSM7299785,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442098,RNA-Seq,151,2559101492,PRJNA967384,SAMN34590265,1096103588,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2PN,SRX20229447,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299784,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:25:00Z,1,GSM7299784,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,2PN,RNA-seq,,,,1
SRR24442099,RNA-Seq,151,2258893107,PRJNA967384,SAMN34590266,968758710,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",1PN,SRX20229446,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299783,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:25:00Z,1,GSM7299783,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,1PN,RNA-seq,,,,1
SRR24442100,RNA-Seq,151,2521126804,PRJNA967384,SAMN34590267,1078570705,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",1PN,SRX20229445,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299782,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:26:00Z,1,GSM7299782,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,1PN,RNA-seq,,,,1
SRR24442101,RNA-Seq,151,2518490797,PRJNA967384,SAMN34590268,1070575406,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",1PN,SRX20229444,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299781,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:25:00Z,1,GSM7299781,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,1PN,RNA-seq,,,,0
SRR24442102,RNA-Seq,151,2522111475,PRJNA967384,SAMN34590269,1087346766,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",1PN,SRX20229443,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299780,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299780,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,Parthenote,RNA-seq,,,,0
SRR24442103,RNA-Seq,151,2460027674,PRJNA967384,SAMN34590270,1035326569,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",1PN,SRX20229442,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299779,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:25:00Z,1,GSM7299779,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,Parthenote,RNA-seq,,,,0
SRR24442104,RNA-Seq,151,2317518706,PRJNA967384,SAMN34590271,933010262,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",1PN,SRX20229441,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299778,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:25:00Z,1,GSM7299778,a single two cell embryo,SRP436012,JF1/MsxC57BL/6,Parthenote,RNA-seq,,,,0
SRR24442105,RNA-Seq,302,2413969654,PRJNA967384,SAMN34590272,1013216394,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2PN,SRX20229440,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299777,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299777,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442106,RNA-Seq,302,2102094858,PRJNA967384,SAMN34590273,882975054,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2PN,SRX20229439,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299776,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299776,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442107,RNA-Seq,302,2923998126,PRJNA967384,SAMN34590274,1235018667,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229438,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299775,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:21:00Z,1,GSM7299775,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442108,RNA-Seq,302,2167582652,PRJNA967384,SAMN34590275,914921436,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX20229437,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299774,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:29:00Z,1,GSM7299774,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442109,RNA-Seq,302,2293876032,PRJNA967384,SAMN34590276,972321174,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2PN,SRX20229436,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299773,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299773,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442110,RNA-Seq,302,2127375278,PRJNA967384,SAMN34590277,936040688,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2PN,SRX20229395,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299772,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299772,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,2PN,RNA-seq,,,,1
SRR24442111,RNA-Seq,302,2266205886,PRJNA967384,SAMN34590218,962237636,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",1PN,SRX20229434,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299831,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:26:00Z,1,GSM7299831,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,1PN,RNA-seq,,,,0
SRR24442112,RNA-Seq,302,2690804598,PRJNA967384,SAMN34590219,1129179876,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Parthenote,SRX20229433,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299830,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299830,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442113,RNA-Seq,302,2268051408,PRJNA967384,SAMN34590220,956814872,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Parthenote,SRX20229432,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299829,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299829,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442114,RNA-Seq,302,2299434342,PRJNA967384,SAMN34590221,970028194,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Parthenote,SRX20229431,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299828,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:20:00Z,1,GSM7299828,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442115,RNA-Seq,302,2280385088,PRJNA967384,SAMN34590222,964174170,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Parthenote,SRX20229430,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299827,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:24:00Z,1,GSM7299827,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442116,RNA-Seq,302,2305559808,PRJNA967384,SAMN34590223,973216064,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Parthenote,SRX20229429,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299826,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299826,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442117,RNA-Seq,302,2348904056,PRJNA967384,SAMN34590224,1003138078,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Parthenote,SRX20229428,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299825,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299825,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442118,RNA-Seq,302,2232909480,PRJNA967384,SAMN34590225,938757033,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Parthenote,SRX20229427,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299824,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299824,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442119,RNA-Seq,302,2461216648,PRJNA967384,SAMN34590226,1045375804,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Parthenote,SRX20229426,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299823,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299823,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442120,RNA-Seq,302,2308516388,PRJNA967384,SAMN34590227,981281251,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Parthenote,SRX20229425,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299822,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299822,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442121,RNA-Seq,302,2485989406,PRJNA967384,SAMN34590228,1049312610,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Parthenote,SRX20229424,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299821,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:20:00Z,1,GSM7299821,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442122,RNA-Seq,302,2461238392,PRJNA967384,SAMN34590229,1031785070,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Parthenote,SRX20229423,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299820,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:20:00Z,1,GSM7299820,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442123,RNA-Seq,302,2268790704,PRJNA967384,SAMN34590230,967078188,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Parthenote,SRX20229422,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299819,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299819,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442124,RNA-Seq,302,2469890088,PRJNA967384,SAMN34590231,1048374581,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Parthenote,SRX20229421,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299818,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:21:00Z,1,GSM7299818,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442125,RNA-Seq,302,2207694292,PRJNA967384,SAMN34590232,936614396,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Parthenote,SRX20229420,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299817,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299817,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442126,RNA-Seq,302,2377879748,PRJNA967384,SAMN34590233,1012564940,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Parthenote,SRX20229419,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299816,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299816,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442127,RNA-Seq,302,2039632802,PRJNA967384,SAMN34590234,873512771,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Parthenote,SRX20229418,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299815,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299815,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442128,RNA-Seq,302,2741162494,PRJNA967384,SAMN34590235,1160622033,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Parthenote,SRX20229417,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299814,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:24:00Z,1,GSM7299814,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442129,RNA-Seq,302,1834852944,PRJNA967384,SAMN34590236,780249402,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Parthenote,SRX20229416,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299813,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:21:00Z,1,GSM7299813,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442130,RNA-Seq,302,2502800840,PRJNA967384,SAMN34590237,1061909652,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Parthenote,SRX20229415,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299812,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299812,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442131,RNA-Seq,302,2549303706,PRJNA967384,SAMN34590238,1077183717,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Parthenote,SRX20229414,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299811,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299811,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442132,RNA-Seq,302,2590153132,PRJNA967384,SAMN34590239,1082369329,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Parthenote,SRX20229413,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299810,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:21:00Z,1,GSM7299810,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442133,RNA-Seq,302,2091253662,PRJNA967384,SAMN34590240,892297248,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Parthenote,SRX20229412,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299809,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:20:00Z,1,GSM7299809,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442134,RNA-Seq,302,2429030998,PRJNA967384,SAMN34590241,1017590795,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Parthenote,SRX20229411,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299808,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299808,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442135,RNA-Seq,302,2675323776,PRJNA967384,SAMN34590242,1119559445,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Parthenote,SRX20229410,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299807,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299807,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442136,RNA-Seq,302,2582756246,PRJNA967384,SAMN34590243,1087984211,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Parthenote,SRX20229409,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299806,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299806,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442137,RNA-Seq,302,2420130756,PRJNA967384,SAMN34590244,1022195174,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Parthenote,SRX20229408,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299805,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:21:00Z,1,GSM7299805,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
SRR24442138,RNA-Seq,302,2638914052,PRJNA967384,SAMN34590245,1110354613,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Parthenote,SRX20229407,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299804,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299804,a single two cell embryo,SRP436012,C57BL/6,Parthenote,RNA-seq,,,,1
