Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain,create_date,version,Developmental_Stage,chip_antibody,tissue,chip_antibody_vendor,,need
SRR2147268,RNA-Seq,252,5674118940,PRJNA292073,SAMN03979676,2830005501,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1134844,GSM1845307,Illumina HiSeq 1500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM1845307,Inner cell mass,SRP062106,C57BL/6N x PWK,2015-08-06T10:51:00Z,1,Inner cell mass,,,,,1
SRR2147269,RNA-Seq,252,2932451676,PRJNA292073,SAMN03979677,1463667758,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1134845,GSM1845308,Illumina HiSeq 1500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM1845308,Inner cell mass,SRP062106,C57BL/6N x PWK,2015-08-06T10:47:00Z,1,Inner cell mass,,,,,1
SRR2147273,RNA-Seq,252,300005748,PRJNA292073,SAMN03979681,148406186,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1134849,GSM1845312,Illumina HiSeq 1500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM1845312,Preimplantation embryo,SRP062106,C57BL/6N x PWK,2015-08-06T10:43:00Z,1,Preimplantation embryo,,,,,1
SRR2147274,RNA-Seq,252,908670420,PRJNA292073,SAMN03979682,441037886,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1134850,GSM1845313,Illumina HiSeq 1500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM1845313,Preimplantation embryo,SRP062106,C57BL/6N x PWK,2015-08-06T10:39:00Z,1,Preimplantation embryo,,,,,1
SRR2147275,RNA-Seq,252,653901696,PRJNA292073,SAMN03979683,360331513,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1134851,GSM1845314,Illumina HiSeq 1500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM1845314,Preimplantation embryo,SRP062106,C57BL/6N x PWK,2015-08-06T10:39:00Z,1,Preimplantation embryo,,,,,1
SRR2147276,RNA-Seq,252,243497772,PRJNA292073,SAMN03979684,135777702,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1134852,GSM1845315,Illumina HiSeq 1500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM1845315,Preimplantation embryo,SRP062106,C57BL/6N x PWK,2015-08-06T10:38:00Z,1,Preimplantation embryo,,,,,1
SRR3309384,ChIP-Seq,202,11699842424,PRJNA292073,SAMN04589803,5228638212,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1668471,GSM2101161,Illumina HiSeq 1500,PAIRED,ChIP,GENOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM2101161,Preimplantation embryo,SRP062106,C57BL/6N,2016-03-29T13:29:00Z,1,,custom-made H3K4Me3 antibody (Abmart),Preimplantation embryo,,,1
SRR3309385,ChIP-Seq,202,7373867186,PRJNA292073,SAMN04589804,3329414311,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1668472,GSM2101162,Illumina HiSeq 1500,PAIRED,ChIP,GENOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM2101162,Preimplantation embryo,SRP062106,DBA2,2016-03-29T13:20:00Z,1,,custom-made H3K4Me3 antibody (Abmart),Preimplantation embryo,,,0
SRR3309386,ChIP-Seq,202,5742348738,PRJNA292073,SAMN04589805,2685814694,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1668473,GSM2101163,Illumina HiSeq 1500,PAIRED,ChIP,GENOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM2101163,Sperm,SRP062106,PWK,2016-03-29T13:13:00Z,1,,custom-made H3K4Me3 antibody (Abmart),Sperm,,,1
SRR4014439,ChIP-Seq,252,5118881292,PRJNA292073,SAMN03979633,1977692258,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1134801,GSM1845264,Illumina HiSeq 1500,PAIRED,ChIP,GENOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM1845264,Preimplantation embryo,SRP062106,C57BL/6N x PWK,2016-08-09T11:08:00Z,1,Preimplantation embryo,custom-made H3K4Me3 antibody (Abmart),,,,1
SRR4014440,ChIP-Seq,250,4583034270,PRJNA292073,SAMN03979634,1853175846,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1134802,GSM1845265,Illumina HiSeq 1500,PAIRED,ChIP,GENOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM1845265,Preimplantation embryo,SRP062106,C57BL/6N x PWK,2016-08-16T09:53:00Z,1,Preimplantation embryo,custom-made H3K4Me3 antibody (Abmart),,,,1
SRR4014446,ChIP-Seq,252,7635526164,PRJNA292073,SAMN03979639,4308222729,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1134807,GSM1845270,Illumina HiSeq 1500,PAIRED,ChIP,GENOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM1845270,Preimplantation embryo,SRP062106,C57BL/6N x PWK,2016-08-09T11:10:00Z,1,Preimplantation embryo,custom-made H3K4Me3 antibody (Abmart),,,,1
SRR4014450,ChIP-Seq,251,6892756444,PRJNA292073,SAMN03979642,3345426547,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1134810,GSM1845273,Illumina HiSeq 1500,PAIRED,ChIP,GENOMIC,Mus musculus,ILLUMINA,2016-09-15T00:00:00Z,GSM1845273,Preimplantation embryo,SRP062106,C57BL/6N x PWK,2016-08-09T11:08:00Z,1,Preimplantation embryo,custom-made H3K4Me3 antibody (Abmart),,,,1
